station,valid,lon,lat,tmpf,dwpf,drct,sped,p01m,vsby,gust_mph
I67,4/5/2018 16:15,-84.7743,39.2589,41,19.4,270,3.45,0,10,null
I67,4/5/2018 16:35,-84.7743,39.2589,42.8,19.4,230,4.6,0,10,null
I67,4/5/2018 16:55,-84.7743,39.2589,42.8,19.4,210,3.45,0,10,null
I67,4/5/2018 17:15,-84.7743,39.2589,44.6,19.4,210,5.75,0,10,null
I67,4/5/2018 17:35,-84.7743,39.2589,44.6,23,220,6.9,0,10,null
I67,4/5/2018 17:55,-84.7743,39.2589,44.6,23,150,8.05,0,10,null
I67,4/5/2018 18:15,-84.7743,39.2589,46.4,23,200,6.9,0,10,null
I67,4/5/2018 18:35,-84.7743,39.2589,46.4,21.2,260,6.9,0,10,null
I67,4/5/2018 18:55,-84.7743,39.2589,46.4,21.2,220,9.2,0,10,null
I67,4/5/2018 19:15,-84.7743,39.2589,46.4,21.2,0,0,0,10,null
I67,4/5/2018 19:35,-84.7743,39.2589,46.4,21.2,0,0,0,10,null
I67,4/5/2018 19:55,-84.7743,39.2589,46.4,19.4,0,0,0,10,null
I67,4/5/2018 20:15,-84.7743,39.2589,50,19.4,0,0,0,10,null
I67,4/5/2018 20:35,-84.7743,39.2589,48.2,21.2,0,0,0,10,null
I67,4/5/2018 20:55,-84.7743,39.2589,50,21.2,170,6.9,0,10,null
I67,4/5/2018 21:15,-84.7743,39.2589,50,19.4,160,8.05,0,10,null
I67,4/5/2018 21:35,-84.7743,39.2589,50,21.2,0,0,0,10,null
I67,4/5/2018 21:55,-84.7743,39.2589,50,21.2,190,8.05,0,10,null
I67,4/5/2018 22:15,-84.7743,39.2589,50,23,190,6.9,0,10,null
I67,4/5/2018 22:35,-84.7743,39.2589,50,23,190,8.05,0,10,null
I67,4/5/2018 22:55,-84.7743,39.2589,50,21.2,190,9.2,0,10,null
I67,4/5/2018 23:15,-84.7743,39.2589,48.2,21.2,190,9.2,0,10,null
I67,4/5/2018 23:35,-84.7743,39.2589,48.2,21.2,200,4.6,0,10,null
I67,4/5/2018 23:55,-84.7743,39.2589,46.4,23,210,6.9,0,10,null
I67,4/6/2018 0:15,-84.7743,39.2589,46.4,23,200,3.45,0,10,null
I67,4/6/2018 0:35,-84.7743,39.2589,46.4,23,230,4.6,0,10,null
I67,4/6/2018 0:55,-84.7743,39.2589,46.4,24.8,0,0,0,10,null
I67,4/6/2018 1:15,-84.7743,39.2589,42.8,28.4,0,0,0,10,null
I67,4/6/2018 1:35,-84.7743,39.2589,44.6,26.6,0,0,0,10,null
I67,4/6/2018 1:55,-84.7743,39.2589,44.6,26.6,0,0,0,10,null
I67,4/6/2018 2:15,-84.7743,39.2589,44.6,26.6,180,3.45,0,10,null
I67,4/6/2018 2:35,-84.7743,39.2589,44.6,26.6,0,0,0,10,null
I67,4/6/2018 2:55,-84.7743,39.2589,44.6,26.6,0,0,0,10,null
I67,4/6/2018 3:15,-84.7743,39.2589,42.8,26.6,0,0,0,10,null
I67,4/6/2018 3:35,-84.7743,39.2589,42.8,28.4,0,0,0,10,null
I67,4/6/2018 3:55,-84.7743,39.2589,41,28.4,0,0,0,10,null
I67,4/6/2018 4:15,-84.7743,39.2589,41,30.2,0,0,0,10,null
I67,4/6/2018 4:35,-84.7743,39.2589,39.2,32,0,0,0,10,null
I67,4/6/2018 4:55,-84.7743,39.2589,41,30.2,0,0,0,10,null
I67,4/6/2018 5:15,-84.7743,39.2589,39.2,30.2,0,0,0,10,null
I67,4/6/2018 5:35,-84.7743,39.2589,37.4,30.2,0,0,0,10,null
I67,4/6/2018 5:55,-84.7743,39.2589,37.4,32,0,0,0,10,null
I67,4/6/2018 6:15,-84.7743,39.2589,37.4,32,0,0,0,10,null
I67,4/6/2018 6:35,-84.7743,39.2589,39.2,32,0,0,0,10,null
I67,4/6/2018 6:55,-84.7743,39.2589,39.2,32,0,0,0,10,null
I67,4/6/2018 7:15,-84.7743,39.2589,41,32,190,3.45,0,10,null
I67,4/6/2018 7:35,-84.7743,39.2589,41,32,0,0,0,10,null
I67,4/6/2018 7:55,-84.7743,39.2589,41,32,200,3.45,0,10,null
I67,4/6/2018 8:15,-84.7743,39.2589,41,32,190,3.45,0,10,null
I67,4/6/2018 8:35,-84.7743,39.2589,41,32,0,0,0,10,null
I67,4/6/2018 8:55,-84.7743,39.2589,41,32,0,0,0,10,null
I67,4/6/2018 9:15,-84.7743,39.2589,41,32,0,0,0,10,null
I67,4/6/2018 9:35,-84.7743,39.2589,41,32,190,3.45,0,10,null
I67,4/6/2018 9:55,-84.7743,39.2589,42.8,30.2,210,3.45,0,10,null
I67,4/6/2018 10:15,-84.7743,39.2589,42.8,28.4,200,4.6,0,10,null
I67,4/6/2018 10:35,-84.7743,39.2589,42.8,28.4,210,4.6,0,10,null
I67,4/6/2018 10:55,-84.7743,39.2589,42.8,28.4,210,5.75,0,10,null
I67,4/6/2018 11:15,-84.7743,39.2589,42.8,28.4,220,5.75,0,10,null
I67,4/6/2018 11:35,-84.7743,39.2589,42.8,28.4,220,4.6,0,10,null
I67,4/6/2018 11:55,-84.7743,39.2589,42.8,28.4,230,4.6,0,10,null
I67,4/6/2018 12:15,-84.7743,39.2589,42.8,28.4,220,3.45,0,10,null
I67,4/6/2018 12:35,-84.7743,39.2589,44.6,30.2,200,5.75,0,10,null
I67,4/6/2018 12:55,-84.7743,39.2589,44.6,30.2,0,0,0,10,null
I67,4/6/2018 13:15,-84.7743,39.2589,46.4,30.2,230,5.75,0,10,null
I67,4/6/2018 13:35,-84.7743,39.2589,50,32,230,5.75,0,10,null
I67,4/6/2018 13:55,-84.7743,39.2589,50,32,260,9.2,0,10,null
I67,4/6/2018 14:15,-84.7743,39.2589,51.8,32,270,9.2,0,10,null
I67,4/6/2018 14:35,-84.7743,39.2589,51.8,32,290,11.5,0,10,17.25
I67,4/6/2018 14:55,-84.7743,39.2589,51.8,32,300,11.5,0,10,null
I67,4/6/2018 15:15,-84.7743,39.2589,53.6,33.8,280,6.9,0,10,null
I67,4/6/2018 15:35,-84.7743,39.2589,53.6,33.8,290,8.05,0,10,null
I67,4/6/2018 15:55,-84.7743,39.2589,55.4,33.8,260,9.2,0,10,null
I67,4/6/2018 16:15,-84.7743,39.2589,55.4,33.8,280,9.2,0,10,null
I67,4/6/2018 16:35,-84.7743,39.2589,55.4,33.8,250,9.2,0,10,null
I67,4/6/2018 16:55,-84.7743,39.2589,55.4,33.8,280,12.65,0,10,20.7
I67,4/6/2018 17:15,-84.7743,39.2589,57.2,32,270,13.8,0,10,20.7
I67,4/6/2018 17:35,-84.7743,39.2589,57.2,32,270,10.35,0,10,null
I67,4/6/2018 17:55,-84.7743,39.2589,57.2,32,280,8.05,0,10,null
I67,4/6/2018 18:15,-84.7743,39.2589,57.2,32,270,9.2,0,10,null
I67,4/6/2018 18:35,-84.7743,39.2589,57.2,32,260,6.9,0,10,21.85
I67,4/6/2018 18:55,-84.7743,39.2589,57.2,32,300,14.95,0,10,18.4
I67,4/6/2018 19:15,-84.7743,39.2589,57.2,32,300,11.5,0,10,null
I67,4/6/2018 19:35,-84.7743,39.2589,55.4,32,300,10.35,0,10,17.25
I67,4/6/2018 19:55,-84.7743,39.2589,55.4,32,300,12.65,0,10,17.25
I67,4/6/2018 20:15,-84.7743,39.2589,55.4,30.2,300,11.5,0,10,20.7
I67,4/6/2018 20:35,-84.7743,39.2589,53.6,28.4,320,10.35,0,10,19.55
I67,4/6/2018 20:55,-84.7743,39.2589,55.4,30.2,320,12.65,0,10,18.4
I67,4/6/2018 21:15,-84.7743,39.2589,53.6,28.4,330,12.65,0,10,19.55
I67,4/6/2018 21:35,-84.7743,39.2589,51.8,28.4,320,12.65,0,10,20.7
I67,4/6/2018 21:55,-84.7743,39.2589,51.8,28.4,350,11.5,0,10,18.4
I67,4/6/2018 22:15,-84.7743,39.2589,50,26.6,330,11.5,0,10,21.85
I67,4/6/2018 22:35,-84.7743,39.2589,44.6,28.4,330,16.1,0,10,21.85
I67,4/6/2018 22:55,-84.7743,39.2589,44.6,26.6,330,11.5,0,10,19.55
I67,4/6/2018 23:15,-84.7743,39.2589,41,30.2,350,11.5,0,10,20.7
I67,4/6/2018 23:35,-84.7743,39.2589,39.2,30.2,330,13.8,0,10,25.3
I67,4/6/2018 23:55,-84.7743,39.2589,37.4,32,340,12.65,0,10,21.85
I67,4/7/2018 0:15,-84.7743,39.2589,35.6,32,320,9.2,0,10,18.4
I67,4/7/2018 0:35,-84.7743,39.2589,35.6,32,340,6.9,0,10,null
I67,4/7/2018 0:55,-84.7743,39.2589,35.6,30.2,340,5.75,0,10,19.55
I67,4/7/2018 1:15,-84.7743,39.2589,33.8,30.2,330,11.5,0,10,17.25
I67,4/7/2018 1:35,-84.7743,39.2589,33.8,28.4,320,6.9,0,5,null
I67,4/7/2018 1:55,-84.7743,39.2589,32,28.4,320,5.75,0,4,null
I67,4/7/2018 2:15,-84.7743,39.2589,32,28.4,360,3.45,0,7,null
I67,4/7/2018 2:35,-84.7743,39.2589,32,28.4,10,9.2,0,7,null
I67,4/7/2018 2:55,-84.7743,39.2589,32,28.4,360,10.35,0,7,17.25
I67,4/7/2018 3:15,-84.7743,39.2589,32,28.4,10,6.9,0,7,null
I67,4/7/2018 3:35,-84.7743,39.2589,32,28.4,360,8.05,0,10,null
I67,4/7/2018 3:55,-84.7743,39.2589,32,28.4,360,9.2,0,7,null
I67,4/7/2018 4:15,-84.7743,39.2589,32,28.4,360,6.9,0,7,null
I67,4/7/2018 4:35,-84.7743,39.2589,32,28.4,340,4.6,0,3,null
I67,4/7/2018 4:55,-84.7743,39.2589,32,28.4,350,5.75,0,5,null
I67,4/7/2018 5:15,-84.7743,39.2589,30.2,26.6,360,11.5,0,2.5,23
I67,4/7/2018 5:35,-84.7743,39.2589,30.2,26.6,360,10.35,0,4,18.4
I67,4/7/2018 6:15,-84.7743,39.2589,30.2,26.6,30,9.2,0,4,null
I67,4/7/2018 6:35,-84.7743,39.2589,30.2,24.8,20,8.05,0,5,null
I67,4/7/2018 6:55,-84.7743,39.2589,30.2,26.6,20,4.6,0,7,null
I67,4/7/2018 7:15,-84.7743,39.2589,30.2,26.6,20,4.6,0,10,null
I67,4/7/2018 7:35,-84.7743,39.2589,30.2,26.6,20,4.6,0,10,null
I67,4/7/2018 7:55,-84.7743,39.2589,30.2,26.6,20,8.05,0,10,null
I67,4/7/2018 8:15,-84.7743,39.2589,30.2,21.2,20,10.35,0,10,null
I67,4/7/2018 8:35,-84.7743,39.2589,32,19.4,360,6.9,0,10,null
I67,4/7/2018 8:55,-84.7743,39.2589,30.2,21.2,10,8.05,0,10,null
I67,4/7/2018 9:15,-84.7743,39.2589,30.2,19.4,10,8.05,0,10,null
I67,4/7/2018 9:35,-84.7743,39.2589,30.2,21.2,20,6.9,0,10,null
I67,4/7/2018 9:55,-84.7743,39.2589,30.2,21.2,10,6.9,0,10,null
I67,4/7/2018 10:15,-84.7743,39.2589,30.2,21.2,10,6.9,0,10,null
I67,4/7/2018 10:35,-84.7743,39.2589,30.2,19.4,30,9.2,0,10,null
I67,4/7/2018 10:55,-84.7743,39.2589,30.2,19.4,30,9.2,0,10,null
I67,4/7/2018 11:15,-84.7743,39.2589,30.2,19.4,30,9.2,0,10,null
I67,4/7/2018 11:35,-84.7743,39.2589,30.2,19.4,30,10.35,0,10,null
I67,4/7/2018 11:55,-84.7743,39.2589,30.2,21.2,20,11.5,0,10,null
I67,4/7/2018 12:15,-84.7743,39.2589,30.2,19.4,30,11.5,0,10,null
I67,4/7/2018 12:35,-84.7743,39.2589,30.2,19.4,40,10.35,0,10,null
I67,4/7/2018 12:55,-84.7743,39.2589,30.2,19.4,30,8.05,0,10,null
I67,4/7/2018 13:15,-84.7743,39.2589,30.2,19.4,30,8.05,0,10,null
I67,4/7/2018 13:35,-84.7743,39.2589,32,19.4,40,9.2,0,10,null
I67,4/7/2018 13:55,-84.7743,39.2589,32,19.4,50,8.05,0,10,null
I67,4/7/2018 14:15,-84.7743,39.2589,32,19.4,30,11.5,0,10,null
I67,4/7/2018 14:35,-84.7743,39.2589,32,17.6,40,6.9,0,10,null
I67,4/7/2018 14:55,-84.7743,39.2589,32,17.6,20,6.9,0,10,null
I67,4/7/2018 15:15,-84.7743,39.2589,32,17.6,10,8.05,0,10,null
I67,4/7/2018 15:35,-84.7743,39.2589,32,17.6,10,4.6,0,10,null
I67,4/7/2018 15:55,-84.7743,39.2589,33.8,15.8,30,9.2,0,10,null
I67,4/7/2018 16:15,-84.7743,39.2589,33.8,15.8,350,3.45,0,10,null
I67,4/7/2018 16:35,-84.7743,39.2589,33.8,17.6,20,6.9,0,10,null
I67,4/7/2018 16:55,-84.7743,39.2589,35.6,19.4,10,6.9,0,10,null
I67,4/7/2018 17:15,-84.7743,39.2589,35.6,14,90,4.6,0,10,null
I67,4/7/2018 17:35,-84.7743,39.2589,35.6,14,70,8.05,0,10,null
I67,4/7/2018 17:55,-84.7743,39.2589,37.4,19.4,30,6.9,0,10,null
I67,4/7/2018 18:15,-84.7743,39.2589,37.4,17.6,350,6.9,0,10,null
I67,4/7/2018 18:35,-84.7743,39.2589,37.4,19.4,10,5.75,0,10,null
I67,4/7/2018 19:15,-84.7743,39.2589,39.2,19.4,330,9.2,0,10,null
I67,4/7/2018 19:35,-84.7743,39.2589,39.2,15.8,350,3.45,0,10,9.2
I67,4/7/2018 19:55,-84.7743,39.2589,41,19.4,30,6.9,0,10,null
I67,4/7/2018 20:15,-84.7743,39.2589,39.2,19.4,310,5.75,0,10,null
I67,4/7/2018 20:35,-84.7743,39.2589,37.4,19.4,30,4.6,0,10,null
I67,4/7/2018 20:55,-84.7743,39.2589,41,21.2,350,8.05,0,10,null
I67,4/7/2018 21:15,-84.7743,39.2589,41,19.4,340,6.9,0,10,null
I67,4/7/2018 21:35,-84.7743,39.2589,41,19.4,20,10.35,0,10,null
I67,4/7/2018 21:55,-84.7743,39.2589,41,19.4,20,5.75,0,10,null
I67,4/7/2018 22:15,-84.7743,39.2589,41,19.4,10,6.9,0,10,null
I67,4/7/2018 22:35,-84.7743,39.2589,41,19.4,30,8.05,0,10,null
I67,4/7/2018 22:55,-84.7743,39.2589,41,17.6,350,4.6,0,10,null
I67,4/7/2018 23:15,-84.7743,39.2589,39.2,17.6,360,6.9,0,10,null
I67,4/7/2018 23:35,-84.7743,39.2589,39.2,17.6,340,4.6,0,10,null
I67,4/7/2018 23:55,-84.7743,39.2589,37.4,17.6,10,3.45,0,10,null
I67,4/8/2018 0:15,-84.7743,39.2589,37.4,17.6,0,0,0,10,null
I67,4/8/2018 0:35,-84.7743,39.2589,35.6,17.6,0,0,0,10,null
I67,4/8/2018 0:55,-84.7743,39.2589,35.6,17.6,0,0,0,10,null
I67,4/8/2018 1:15,-84.7743,39.2589,35.6,17.6,0,0,0,10,null
I67,4/8/2018 1:35,-84.7743,39.2589,35.6,19.4,0,0,0,10,null
I67,4/8/2018 1:55,-84.7743,39.2589,33.8,19.4,0,0,0,10,null
I67,4/8/2018 2:15,-84.7743,39.2589,33.8,19.4,0,0,0,10,null
I67,4/8/2018 2:35,-84.7743,39.2589,32,21.2,0,0,0,10,null
I67,4/8/2018 2:55,-84.7743,39.2589,32,21.2,0,0,0,10,null
I67,4/8/2018 3:15,-84.7743,39.2589,32,21.2,0,0,0,10,null
I67,4/8/2018 3:35,-84.7743,39.2589,32,21.2,0,0,0,10,null
I67,4/8/2018 3:55,-84.7743,39.2589,32,21.2,0,0,0,10,null
I67,4/8/2018 4:15,-84.7743,39.2589,30.2,21.2,0,0,0,10,null
I67,4/8/2018 4:35,-84.7743,39.2589,32,21.2,0,0,0,10,null
I67,4/8/2018 4:55,-84.7743,39.2589,30.2,21.2,0,0,0,10,null
I67,4/8/2018 5:15,-84.7743,39.2589,30.2,21.2,0,0,0,10,null
I67,4/8/2018 5:35,-84.7743,39.2589,30.2,21.2,0,0,0,10,null
I67,4/8/2018 5:55,-84.7743,39.2589,30.2,21.2,290,3.45,0,10,null
I67,4/8/2018 6:15,-84.7743,39.2589,30.2,21.2,300,3.45,0,10,null
I67,4/8/2018 6:35,-84.7743,39.2589,28.4,21.2,300,3.45,0,10,null
I67,4/8/2018 6:55,-84.7743,39.2589,26.6,21.2,0,0,0,10,null
I67,4/8/2018 7:15,-84.7743,39.2589,28.4,21.2,0,0,0,10,null
I67,4/8/2018 7:35,-84.7743,39.2589,28.4,21.2,0,0,0,10,null
I67,4/8/2018 7:55,-84.7743,39.2589,28.4,21.2,0,0,0,10,null
I67,4/8/2018 8:15,-84.7743,39.2589,26.6,21.2,0,0,0,10,null
I67,4/8/2018 8:35,-84.7743,39.2589,26.6,21.2,0,0,0,10,null
I67,4/8/2018 8:55,-84.7743,39.2589,26.6,21.2,0,0,0,10,null
I67,4/8/2018 9:35,-84.7743,39.2589,26.6,21.2,0,0,0,10,null
I67,4/8/2018 9:55,-84.7743,39.2589,24.8,21.2,0,0,0,10,null
I67,4/8/2018 10:15,-84.7743,39.2589,24.8,21.2,0,0,0,10,null
I67,4/8/2018 10:35,-84.7743,39.2589,24.8,19.4,0,0,0,10,null
I67,4/8/2018 10:55,-84.7743,39.2589,23,19.4,0,0,0,10,null
I67,4/8/2018 11:15,-84.7743,39.2589,23,19.4,0,0,0,10,null
I67,4/8/2018 11:35,-84.7743,39.2589,23,19.4,0,0,0,10,null
I67,4/8/2018 11:55,-84.7743,39.2589,24.8,19.4,0,0,0,10,null
I67,4/8/2018 12:15,-84.7743,39.2589,26.6,21.2,0,0,0,10,null
I67,4/8/2018 13:15,-84.7743,39.2589,30.2,17.6,0,0,0,10,null
I67,4/8/2018 13:55,-84.7743,39.2589,32,14,60,3.45,0,10,null
I67,4/8/2018 14:15,-84.7743,39.2589,32,15.8,360,6.9,0,10,null
I67,4/8/2018 14:35,-84.7743,39.2589,33.8,14,70,3.45,0,10,null
I67,4/8/2018 14:55,-84.7743,39.2589,33.8,15.8,50,5.75,0,10,null
I67,4/8/2018 15:15,-84.7743,39.2589,35.6,14,10,4.6,0,10,null
I67,4/8/2018 15:35,-84.7743,39.2589,35.6,14,0,0,0,10,null
I67,4/8/2018 15:55,-84.7743,39.2589,35.6,14,90,5.75,0,10,null
I67,4/8/2018 16:15,-84.7743,39.2589,37.4,15.8,20,8.05,0,10,null
I67,4/8/2018 16:35,-84.7743,39.2589,37.4,15.8,40,3.45,0,10,null
I67,4/8/2018 16:55,-84.7743,39.2589,37.4,15.8,0,0,0,10,null
I67,4/8/2018 17:15,-84.7743,39.2589,39.2,17.6,70,5.75,0,10,null
I67,4/8/2018 17:35,-84.7743,39.2589,39.2,14,110,5.75,0,10,null
I67,4/8/2018 18:15,-84.7743,39.2589,41,17.6,100,3.45,0,10,null
I67,4/8/2018 18:55,-84.7743,39.2589,41,14,180,4.6,0,10,null
I67,4/8/2018 19:15,-84.7743,39.2589,41,14,0,0,0,10,null
I67,4/8/2018 19:35,-84.7743,39.2589,41,14,80,4.6,0,10,null
I67,4/8/2018 19:55,-84.7743,39.2589,41,15.8,0,0,0,10,null
I67,4/8/2018 20:55,-84.7743,39.2589,42.8,15.8,40,5.75,0,10,null
I67,4/8/2018 21:15,-84.7743,39.2589,42.8,14,70,4.6,0,10,null
I67,4/8/2018 21:55,-84.7743,39.2589,42.8,12.2,0,0,0,10,null
I67,4/8/2018 22:15,-84.7743,39.2589,41,15.8,20,4.6,0,10,null
I67,4/8/2018 22:35,-84.7743,39.2589,41,17.6,360,5.75,0,10,null
I67,4/8/2018 22:55,-84.7743,39.2589,41,15.8,360,3.45,0,10,null
I67,4/8/2018 23:15,-84.7743,39.2589,41,15.8,20,4.6,0,10,null
I67,4/8/2018 23:35,-84.7743,39.2589,41,15.8,20,6.9,0,10,null
I67,4/8/2018 23:55,-84.7743,39.2589,41,15.8,60,5.75,0,10,null
I67,4/9/2018 0:15,-84.7743,39.2589,41,15.8,40,5.75,0,10,null
I67,4/9/2018 0:35,-84.7743,39.2589,39.2,15.8,60,4.6,0,10,null
I67,4/9/2018 0:55,-84.7743,39.2589,39.2,17.6,50,4.6,0,10,null
I67,4/9/2018 1:15,-84.7743,39.2589,39.2,17.6,60,4.6,0,10,null
I67,4/9/2018 1:35,-84.7743,39.2589,39.2,17.6,50,4.6,0,10,null
I67,4/9/2018 1:55,-84.7743,39.2589,39.2,17.6,60,3.45,0,10,null
I67,4/9/2018 2:15,-84.7743,39.2589,39.2,17.6,70,4.6,0,10,null
I67,4/9/2018 2:35,-84.7743,39.2589,37.4,19.4,50,5.75,0,10,null
I67,4/9/2018 2:55,-84.7743,39.2589,37.4,19.4,60,4.6,0,10,null
I67,4/9/2018 3:15,-84.7743,39.2589,37.4,19.4,60,3.45,0,10,null
I67,4/9/2018 3:35,-84.7743,39.2589,37.4,19.4,40,3.45,0,10,null
I67,4/9/2018 3:55,-84.7743,39.2589,37.4,21.2,50,3.45,0,10,null
I67,4/9/2018 4:15,-84.7743,39.2589,37.4,19.4,60,6.9,0,10,null
I67,4/9/2018 4:35,-84.7743,39.2589,37.4,19.4,0,0,0,10,null
I67,4/9/2018 4:55,-84.7743,39.2589,37.4,19.4,60,4.6,0,10,null
I67,4/9/2018 5:15,-84.7743,39.2589,37.4,19.4,0,0,0,10,null
I67,4/9/2018 5:35,-84.7743,39.2589,37.4,17.6,140,3.45,0,10,null
I67,4/9/2018 5:55,-84.7743,39.2589,37.4,21.2,160,9.2,0,10,null
I67,4/9/2018 6:15,-84.7743,39.2589,35.6,23,0,0,0,10,null
I67,4/9/2018 6:35,-84.7743,39.2589,35.6,28.4,140,5.75,0,7,null
I67,4/9/2018 6:55,-84.7743,39.2589,33.8,30.2,120,3.45,0,5,null
I67,4/9/2018 7:15,-84.7743,39.2589,32,30.2,90,3.45,0,3,null
I67,4/9/2018 7:35,-84.7743,39.2589,32,30.2,90,3.45,0,3,null
I67,4/9/2018 7:55,-84.7743,39.2589,32,30.2,0,0,0,3,null
I67,4/9/2018 8:15,-84.7743,39.2589,32,30.2,50,5.75,0,3,null
I67,4/9/2018 8:35,-84.7743,39.2589,32,32,60,4.6,0,3,null
I67,4/9/2018 8:55,-84.7743,39.2589,32,30.2,50,3.45,0,4,null
I67,4/9/2018 9:15,-84.7743,39.2589,32,32,70,4.6,0,4,null
I67,4/9/2018 9:35,-84.7743,39.2589,32,32,0,0,0,5,null
I67,4/9/2018 9:55,-84.7743,39.2589,32,32,0,0,0,5,null
I67,4/9/2018 10:15,-84.7743,39.2589,32,30.2,70,4.6,0,10,null
I67,4/9/2018 10:35,-84.7743,39.2589,32,30.2,70,3.45,0,10,null
I67,4/9/2018 10:55,-84.7743,39.2589,32,30.2,90,3.45,0,10,null
I67,4/9/2018 11:15,-84.7743,39.2589,32,30.2,80,3.45,0,10,null
I67,4/9/2018 11:35,-84.7743,39.2589,32,30.2,0,0,0,10,null
I67,4/9/2018 11:55,-84.7743,39.2589,32,30.2,100,4.6,0,10,null
I67,4/9/2018 12:15,-84.7743,39.2589,33.8,32,80,3.45,0,10,null
I67,4/9/2018 12:35,-84.7743,39.2589,33.8,32,0,0,0,10,null
I67,4/9/2018 12:55,-84.7743,39.2589,33.8,32,0,0,0,10,null
I67,4/9/2018 13:15,-84.7743,39.2589,33.8,30.2,130,4.6,0,10,null
I67,4/9/2018 13:35,-84.7743,39.2589,33.8,30.2,0,0,0,10,null
I67,4/9/2018 13:55,-84.7743,39.2589,33.8,30.2,190,4.6,0,10,null
I67,4/9/2018 14:15,-84.7743,39.2589,33.8,30.2,160,3.45,0,10,null
I67,4/9/2018 14:35,-84.7743,39.2589,33.8,30.2,180,4.6,0,10,null
I67,4/9/2018 14:55,-84.7743,39.2589,33.8,30.2,200,3.45,0,10,null
I67,4/9/2018 15:15,-84.7743,39.2589,35.6,30.2,0,0,0,10,null
I67,4/9/2018 15:35,-84.7743,39.2589,35.6,30.2,0,0,0,10,null
I67,4/9/2018 15:55,-84.7743,39.2589,35.6,32,220,4.6,0,10,null
I67,4/9/2018 16:15,-84.7743,39.2589,35.6,30.2,0,0,0,10,null
I67,4/9/2018 16:35,-84.7743,39.2589,37.4,32,220,3.45,0,10,null
I67,4/9/2018 16:55,-84.7743,39.2589,37.4,32,0,0,0,10,null
I67,4/9/2018 17:15,-84.7743,39.2589,37.4,32,0,0,0,10,null
I67,4/9/2018 17:35,-84.7743,39.2589,39.2,32,290,4.6,0,10,null
I67,4/9/2018 17:55,-84.7743,39.2589,39.2,32,300,5.75,0,10,null
I67,4/9/2018 18:15,-84.7743,39.2589,41,32,290,4.6,0,10,null
I67,4/9/2018 18:35,-84.7743,39.2589,41,32,300,5.75,0,10,null
I67,4/9/2018 18:55,-84.7743,39.2589,41,32,350,5.75,0,10,null
I67,4/9/2018 19:15,-84.7743,39.2589,41,30.2,310,4.6,0,10,null
I67,4/9/2018 19:35,-84.7743,39.2589,41,30.2,340,4.6,0,10,null
I67,4/9/2018 19:55,-84.7743,39.2589,41,30.2,310,6.9,0,10,null
I67,4/9/2018 20:15,-84.7743,39.2589,41,30.2,320,5.75,0,10,null
I67,4/9/2018 20:35,-84.7743,39.2589,41,30.2,330,5.75,0,10,null
I67,4/9/2018 20:55,-84.7743,39.2589,41,30.2,310,4.6,0,10,null
I67,4/9/2018 21:15,-84.7743,39.2589,41,28.4,280,3.45,0,10,null
I67,4/9/2018 21:35,-84.7743,39.2589,41,28.4,300,3.45,0,10,null
I67,4/9/2018 21:55,-84.7743,39.2589,41,28.4,310,3.45,0,10,null
I67,4/9/2018 22:15,-84.7743,39.2589,41,30.2,350,4.6,0,10,null
I67,4/9/2018 22:35,-84.7743,39.2589,41,28.4,350,3.45,0,10,null
I67,4/9/2018 22:55,-84.7743,39.2589,41,28.4,340,3.45,0,10,null
I67,4/9/2018 23:15,-84.7743,39.2589,41,30.2,360,4.6,0,10,null
I67,4/9/2018 23:35,-84.7743,39.2589,39.2,30.2,10,6.9,0,10,null
I67,4/9/2018 23:55,-84.7743,39.2589,39.2,30.2,360,4.6,0,10,null
I67,4/10/2018 0:15,-84.7743,39.2589,39.2,30.2,20,4.6,0,10,null
I67,4/10/2018 0:35,-84.7743,39.2589,37.4,30.2,0,0,0,10,null
I67,4/10/2018 0:55,-84.7743,39.2589,37.4,30.2,0,0,0,10,null
I67,4/10/2018 1:15,-84.7743,39.2589,39.2,30.2,0,0,0,10,null
I67,4/10/2018 1:35,-84.7743,39.2589,37.4,30.2,0,0,0,10,null
I67,4/10/2018 1:55,-84.7743,39.2589,39.2,30.2,0,0,0,10,null
I67,4/10/2018 2:15,-84.7743,39.2589,37.4,30.2,0,0,0,10,null
I67,4/10/2018 2:35,-84.7743,39.2589,37.4,30.2,0,0,0,10,null
I67,4/10/2018 2:55,-84.7743,39.2589,37.4,30.2,0,0,0,10,null
I67,4/10/2018 3:15,-84.7743,39.2589,37.4,30.2,0,0,0,10,null
I67,4/10/2018 3:35,-84.7743,39.2589,37.4,32,0,0,0,10,null
I67,4/10/2018 3:55,-84.7743,39.2589,37.4,32,20,3.45,0,10,null
I67,4/10/2018 4:15,-84.7743,39.2589,37.4,30.2,20,3.45,0,10,null
I67,4/10/2018 4:35,-84.7743,39.2589,35.6,30.2,20,4.6,0,10,null
I67,4/10/2018 4:55,-84.7743,39.2589,35.6,30.2,20,3.45,0,10,null
I67,4/10/2018 5:15,-84.7743,39.2589,35.6,30.2,0,0,0,10,null
I67,4/10/2018 5:35,-84.7743,39.2589,35.6,30.2,0,0,0,10,null
I67,4/10/2018 5:55,-84.7743,39.2589,35.6,30.2,0,0,0,10,null
I67,4/10/2018 6:15,-84.7743,39.2589,35.6,30.2,0,0,0,10,null
I67,4/10/2018 6:35,-84.7743,39.2589,35.6,30.2,0,0,0,10,null
